Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category
UX Researcher,37769,22,PhD,0.41,0.96,0.33,Medium
Customer Support,126939,9,High School,0.5,1.11,0.82,High
Retail Worker,68226,11,PhD,0.79,1.41,0.85,High
Customer Support,99516,21,PhD,0.46,1.44,0.72,High
Security Guard,143645,26,Bachelor's,0.78,0.62,0.91,High
Graphic Designer,134230,21,Master's,0.11,1.05,0.36,Medium
Lawyer,53167,22,High School,0.28,1.34,0.38,Medium
UX Researcher,52772,29,PhD,0.01,1.03,0.39,Medium
Teacher,55354,29,Bachelor's,0.19,1.09,0.06,Low
Lawyer,51942,7,Bachelor's,0.81,1.45,0.57,Medium
HR Specialist,38152,6,High School,0.11,0.71,0.37,Medium
Graphic Designer,134753,3,Master's,0.67,0.65,0.57,Medium
HR Specialist,42061,5,High School,0.32,1.03,0.64,Medium
HR Specialist,76350,12,High School,0.08,0.95,0.57,Medium
Financial Analyst,99828,27,Bachelor's,0.63,1.43,0.53,Medium
Graphic Designer,37084,11,Bachelor's,0.97,0.84,0.35,Medium
Chef,112617,26,High School,0.84,1.25,0.59,Medium
Security Guard,36486,5,Bachelor's,0.07,0.61,0.86,High
Software Engineer,107925,19,PhD,0.77,1,0.62,Medium
Mechanic,52474,27,Master's,0.17,0.91,0.34,Medium
Truck Driver,48274,11,Bachelor's,0.67,1.3,0.71,High
Marketing Manager,79696,28,PhD,0.31,0.94,0.44,Medium
UX Researcher,82736,21,PhD,0.01,0.72,0.58,Medium
Doctor,65539,9,Bachelor's,0.33,1.16,0.19,Low
Marketing Manager,71135,9,Bachelor's,0.71,1.42,0.53,Medium
Lawyer,107487,3,Bachelor's,0.05,0.58,0.32,Medium
UX Researcher,146298,6,Bachelor's,0.64,1.04,0.54,Medium
Chef,144571,22,Master's,0.38,0.68,0.56,Medium
Software Engineer,112753,1,Master's,0.38,0.67,0.64,Medium
Software Engineer,81716,26,Master's,0.88,0.66,0.47,Medium
AI Engineer,46250,19,PhD,0.34,1.14,0.29,Low
Doctor,102006,17,Bachelor's,0.14,0.84,0.25,Low
Doctor,60837,5,Master's,0.67,1.11,0.23,Low
Data Scientist,66742,3,High School,0.6,0.97,0.43,Medium
Graphic Designer,119131,10,PhD,0.56,0.75,0.31,Medium
Mechanic,107497,29,PhD,0.56,1.26,0.61,Medium
HR Specialist,57788,14,PhD,0.68,0.82,0.35,Medium
Mechanic,64712,19,PhD,0.65,0.78,0.62,Medium
Financial Analyst,68319,6,Master's,0.43,0.84,0.54,Medium
Retail Worker,67289,22,PhD,0.86,0.56,0.75,High
UX Researcher,75040,4,Master's,0.5,1.02,0.55,Medium
Truck Driver,120886,1,Bachelor's,0.9,1.39,0.73,High
Financial Analyst,64118,5,PhD,0.28,0.94,0.45,Medium
Graphic Designer,125381,13,High School,0.1,1.32,0.35,Medium
Customer Support,62146,26,Master's,0.88,0.95,0.74,High
Financial Analyst,60410,8,PhD,0.78,1.25,0.4,Medium
Truck Driver,110449,21,High School,0.47,0.88,0.75,High
Financial Analyst,142691,18,Master's,0.31,0.84,0.51,Medium
Security Guard,33659,17,PhD,0.68,1.47,0.83,High
Doctor,109911,9,PhD,0.94,1.21,0.12,Low
Mechanic,117298,28,PhD,0.42,1.49,0.36,Medium
Nurse,100114,14,PhD,0.98,1.17,0.14,Low
Nurse,149401,18,High School,0.92,0.73,0.3,Low
Lawyer,101160,3,High School,0,0.74,0.32,Medium
Chef,66594,23,High School,0.65,0.65,0.55,Medium
Chef,94043,5,PhD,0.9,1.06,0.67,Medium
Nurse,110270,21,High School,0.83,0.84,0.07,Low
Nurse,98393,29,High School,0.66,0.87,0.22,Low
Nurse,104038,26,Master's,0.37,1.16,0.14,Low
Lawyer,104088,11,PhD,0.99,0.65,0.54,Medium
Marketing Manager,38290,27,PhD,0.27,0.99,0.58,Medium
Research Scientist,86373,16,PhD,0.39,1.41,0.27,Low
Chef,73532,24,Master's,0.25,0.73,0.65,Medium
Nurse,132708,28,High School,0.07,0.89,0.26,Low
Nurse,144846,21,PhD,0.35,1.03,0.2,Low
Nurse,90254,8,Bachelor's,0.29,1.03,0.24,Low
Nurse,51219,14,Bachelor's,0.84,0.79,0.26,Low
Graphic Designer,114899,19,Master's,0.47,0.57,0.5,Medium
Retail Worker,63275,20,PhD,0.97,0.76,0.93,High
Graphic Designer,79662,18,High School,0.47,0.63,0.47,Medium
Doctor,62158,20,High School,0.05,1.22,0.22,Low
Research Scientist,103484,0,Master's,0.68,0.52,0.27,Low
Doctor,116810,4,Master's,0.46,1.21,0.11,Low
Security Guard,104035,19,Bachelor's,0.77,0.89,0.88,High
Financial Analyst,83917,17,Master's,0.83,1.39,0.67,Medium
UX Researcher,91752,29,PhD,0.05,1.26,0.46,Medium
Retail Worker,120866,3,Bachelor's,0.3,1.36,0.73,High
Security Guard,56974,6,High School,0.14,0.54,0.7,Medium
Financial Analyst,130672,16,Bachelor's,0.93,1.43,0.47,Medium
AI Engineer,58327,13,Master's,0.74,0.63,0.18,Low
Doctor,63258,22,PhD,0.4,1.18,0.13,Low
Lawyer,95777,27,PhD,0.73,1.44,0.36,Medium
UX Researcher,105127,14,Bachelor's,0.6,0.52,0.43,Medium
Teacher,64846,17,Bachelor's,0.73,1.44,0.11,Low
Lawyer,89397,11,Bachelor's,0.77,0.73,0.65,Medium
Teacher,148915,21,Bachelor's,0.98,1.08,0.26,Low
Research Scientist,140554,16,High School,0.95,1.21,0.27,Low
Financial Analyst,114153,28,PhD,0.06,1.31,0.67,Medium
Graphic Designer,137526,27,PhD,0.8,0.83,0.44,Medium
Nurse,126482,14,PhD,0.65,0.56,0.25,Low
UX Researcher,124274,26,High School,0.49,0.63,0.67,Medium
HR Specialist,48638,22,PhD,0.63,1.2,0.46,Medium
Software Engineer,73162,6,High School,0.74,1.17,0.56,Medium
Teacher,66105,28,High School,0.06,1.27,0.23,Low
AI Engineer,48246,10,High School,0.72,0.99,0.05,Low
Security Guard,86470,11,Master's,0.92,0.84,0.8,High
Marketing Manager,136054,12,Bachelor's,0.22,1.19,0.52,Medium
Retail Worker,109721,27,PhD,0.47,1.3,0.85,High
Software Engineer,90475,2,Master's,0.12,1.04,0.59,Medium
Truck Driver,48422,24,Master's,0.11,1.14,0.73,High
Data Scientist,74380,15,Master's,0.33,0.71,0.41,Medium
Chef,114999,10,Bachelor's,0.57,1.14,0.68,Medium
Construction Worker,45224,6,High School,0.57,1.27,0.92,High
Construction Worker,73302,10,High School,0.24,0.95,0.9,High
Construction Worker,97743,7,Bachelor's,0.67,1.14,0.93,High
Data Scientist,136974,26,Master's,0.25,0.53,0.68,Medium
Graphic Designer,31987,7,High School,0.33,0.79,0.41,Medium
Marketing Manager,102587,17,Bachelor's,0.37,0.7,0.41,Medium
Doctor,56932,11,Bachelor's,0.38,0.63,0.25,Low
Teacher,114371,3,PhD,0.03,1.09,0.12,Low
Nurse,133027,2,Master's,0.12,1.08,0.28,Low
Research Scientist,45353,0,PhD,0.66,1.29,0.22,Low
Construction Worker,67970,19,PhD,0.98,0.68,0.82,High
Data Scientist,57154,15,PhD,0.36,0.86,0.42,Medium
Marketing Manager,115793,25,Bachelor's,0.49,1.26,0.51,Medium
Truck Driver,43174,1,PhD,0.22,0.99,0.81,High
Financial Analyst,88323,19,High School,0.62,1.23,0.32,Medium
Data Scientist,123335,22,PhD,0.26,0.86,0.5,Medium
Doctor,67877,22,PhD,0.36,1.01,0.17,Low
Nurse,86779,14,PhD,0.2,1.39,0.22,Low
Construction Worker,34650,3,PhD,0.03,0.54,0.81,High
Lawyer,93884,3,PhD,0.05,1.16,0.44,Medium
Lawyer,37317,0,High School,0.62,0.74,0.59,Medium
Chef,123947,12,Master's,0.67,1.12,0.67,Medium
Teacher,88524,9,High School,0.26,1.31,0.18,Low
Nurse,44316,28,Master's,0.62,0.88,0.22,Low
Retail Worker,112142,7,PhD,0.54,0.85,0.76,High
Customer Support,124939,22,High School,0.09,0.67,0.79,High
Customer Support,125756,16,High School,0.85,0.77,0.91,High
Retail Worker,53255,21,Bachelor's,0.32,0.79,0.82,High
Retail Worker,111808,4,High School,0.62,1.08,0.75,High
Financial Analyst,142102,14,PhD,0.05,1.31,0.33,Medium
Nurse,72690,5,High School,0.43,1.27,0.25,Low
Customer Support,39304,25,High School,0.3,0.92,0.87,High
HR Specialist,129581,3,PhD,0.82,1.2,0.33,Medium
Software Engineer,69819,4,Master's,0.63,0.63,0.39,Medium
Truck Driver,141925,23,Bachelor's,0.41,1.38,0.81,High
Research Scientist,75805,19,Bachelor's,0.78,0.58,0.09,Low
Construction Worker,67326,15,High School,0.92,1.2,0.91,High
HR Specialist,69224,18,Bachelor's,0.17,1.25,0.54,Medium
Data Scientist,132567,4,Bachelor's,0,1.2,0.52,Medium
Teacher,129417,23,Master's,0.33,0.71,0.28,Low
Mechanic,129652,28,High School,0.35,1.38,0.31,Medium
Software Engineer,58498,10,Bachelor's,0.86,1.23,0.45,Medium
Truck Driver,37816,17,Master's,0.9,1.25,0.93,High
Lawyer,65074,22,Bachelor's,0.42,1.23,0.42,Medium
Mechanic,46775,29,PhD,0.11,0.99,0.48,Medium
Software Engineer,127095,14,High School,0.77,1.4,0.54,Medium
AI Engineer,85124,18,Master's,0.37,1.05,0.13,Low
Nurse,48224,22,Bachelor's,0.62,0.53,0.16,Low
Chef,80421,9,High School,0.82,1.28,0.65,Medium
Marketing Manager,149028,19,PhD,0.65,1.06,0.5,Medium
Truck Driver,137919,29,High School,0.9,1.33,0.8,High
Graphic Designer,129391,13,Master's,0.5,0.6,0.4,Medium
Marketing Manager,105125,29,Master's,0.06,1.01,0.33,Medium
UX Researcher,127071,20,Master's,0.66,0.81,0.41,Medium
AI Engineer,109036,1,Master's,0.68,1.45,0.12,Low
Security Guard,59000,5,Bachelor's,0.9,0.8,0.8,High
Truck Driver,45529,22,High School,0.5,0.51,0.85,High
Security Guard,124845,15,PhD,0.33,1.02,0.94,High
Security Guard,135312,28,High School,0.43,0.53,0.73,High
Nurse,95478,22,High School,0.6,1.5,0.08,Low
Graphic Designer,71702,8,Bachelor's,0.35,0.91,0.35,Medium
Retail Worker,123068,25,Master's,0.01,0.81,0.72,High
Construction Worker,33911,13,Bachelor's,0.6,1.38,0.72,High
Lawyer,121964,14,PhD,0.64,1.45,0.49,Medium
Data Scientist,78229,16,Master's,0.12,1.42,0.57,Medium
Construction Worker,66704,18,PhD,0.98,0.57,0.83,High
Retail Worker,91295,20,Bachelor's,0.92,1.12,0.88,High
Customer Support,114532,0,Bachelor's,0.01,0.56,0.86,High
Research Scientist,129211,27,Master's,0.14,0.9,0.06,Low
Nurse,36826,12,PhD,0.69,1.12,0.16,Low
Nurse,113899,28,Master's,0.91,1.03,0.19,Low
Chef,59407,0,Bachelor's,0.78,0.53,0.61,Medium
Doctor,120389,28,Master's,0.77,0.59,0.12,Low
Teacher,145796,23,PhD,0.98,1.19,0.2,Low
Financial Analyst,44433,0,High School,0.5,1.01,0.44,Medium
Construction Worker,120913,26,High School,0.97,1.17,0.93,High
UX Researcher,128747,21,Bachelor's,0.64,0.79,0.4,Medium
Mechanic,102593,22,Master's,0.15,0.84,0.32,Medium
Teacher,57706,12,Master's,0.26,0.74,0.19,Low
Security Guard,53665,21,High School,0.43,0.84,0.75,High
HR Specialist,109133,24,PhD,0.48,1.02,0.31,Medium
Data Scientist,74329,5,Master's,0.73,1.03,0.47,Medium
Marketing Manager,37279,9,High School,0.52,0.54,0.39,Medium
Chef,69323,9,High School,0.32,1.19,0.63,Medium
Graphic Designer,81454,18,High School,0.96,0.91,0.39,Medium
Construction Worker,80366,15,Master's,0.45,1.25,0.78,High
Software Engineer,71476,0,PhD,0.42,1.21,0.3,Low
Mechanic,122850,11,High School,0.37,0.87,0.6,Medium
Software Engineer,80608,17,High School,0.06,0.56,0.45,Medium
AI Engineer,92188,24,Master's,0.25,1.08,0.22,Low
Marketing Manager,43606,29,High School,0.93,0.89,0.32,Medium
Teacher,83568,29,PhD,0.64,0.53,0.22,Low
UX Researcher,81638,21,High School,0.63,0.64,0.44,Medium
Retail Worker,123309,25,High School,0.07,0.78,0.71,High
Chef,64873,24,Master's,0.13,1.41,0.53,Medium
Teacher,78179,18,Master's,0.93,0.7,0.05,Low
Research Scientist,78139,11,Bachelor's,0.32,0.5,0.07,Low
Teacher,43445,11,Bachelor's,0.43,1.31,0.28,Low
Chef,31299,6,PhD,0.82,1.35,0.56,Medium
Data Scientist,104263,4,High School,0.02,0.97,0.61,Medium
Teacher,33250,2,Master's,0.88,0.59,0.28,Low
Research Scientist,135050,21,Master's,0.96,1.01,0.15,Low
HR Specialist,80029,23,Bachelor's,0.67,1.27,0.69,Medium
Security Guard,34965,8,Bachelor's,0.33,0.92,0.82,High
Doctor,148225,11,High School,0.23,1.14,0.28,Low
UX Researcher,118458,27,Bachelor's,0.29,0.6,0.44,Medium
Security Guard,105763,6,PhD,0.55,1.49,0.9,High
Security Guard,99458,16,Bachelor's,0.85,0.91,0.94,High
Nurse,34516,11,Bachelor's,0.91,0.57,0.24,Low
Teacher,123606,9,Master's,0.34,1.02,0.18,Low
Data Scientist,149359,0,PhD,0.47,0.68,0.53,Medium
Financial Analyst,37509,28,Bachelor's,0.31,1.45,0.55,Medium
Data Scientist,117178,4,PhD,0.21,0.89,0.64,Medium
Marketing Manager,49060,0,Bachelor's,0.4,1.45,0.43,Medium
Teacher,59235,11,High School,0.44,1.4,0.14,Low
Teacher,79216,21,Bachelor's,0.7,0.89,0.21,Low
Teacher,49789,20,Master's,0.17,1.23,0.11,Low
Retail Worker,107171,21,High School,0.02,0.92,0.87,High
Teacher,30443,21,PhD,0.86,0.83,0.23,Low
Mechanic,105494,7,Bachelor's,0.09,0.61,0.66,Medium
UX Researcher,45231,0,High School,0.01,1.07,0.55,Medium
Truck Driver,116065,9,PhD,0.84,0.58,0.74,High
Lawyer,102436,19,PhD,0.08,1.29,0.66,Medium
HR Specialist,62256,25,PhD,1,1.25,0.4,Medium
UX Researcher,61917,10,Master's,0.8,0.78,0.41,Medium
Lawyer,62948,6,PhD,0.67,1.34,0.39,Medium
Lawyer,138602,23,Master's,0.59,0.6,0.49,Medium
Construction Worker,43322,3,PhD,0.79,0.76,0.9,High
Retail Worker,143044,14,High School,0.52,0.64,0.81,High
Construction Worker,128875,7,Bachelor's,0.54,0.96,0.78,High
AI Engineer,130901,27,Master's,0.99,0.69,0.21,Low
Teacher,138298,2,Master's,0.17,0.83,0.07,Low
Construction Worker,86987,9,High School,0.2,1.14,0.72,High
Construction Worker,48445,26,High School,0.1,1.32,0.78,High
Retail Worker,44407,0,PhD,0.81,0.9,0.89,High
Construction Worker,36934,3,PhD,0.67,1.11,0.88,High
Software Engineer,131053,0,Master's,0.42,1.17,0.55,Medium
Graphic Designer,48082,19,Master's,0.45,1.24,0.62,Medium
AI Engineer,66738,18,High School,0.51,0.78,0.12,Low
Teacher,125946,8,High School,0.17,0.94,0.29,Low
Software Engineer,40037,25,Master's,0.72,0.53,0.34,Medium
Truck Driver,77287,23,High School,0.1,0.5,0.7,Medium
Construction Worker,33063,1,Master's,0.65,1.14,0.72,High
Lawyer,140263,12,High School,0.04,0.99,0.4,Medium
Marketing Manager,67932,9,Master's,0.22,1.2,0.4,Medium
UX Researcher,53519,24,Bachelor's,0.25,1.2,0.67,Medium
Data Scientist,100363,11,Bachelor's,0.17,0.57,0.38,Medium
Nurse,58911,8,High School,0.9,0.63,0.13,Low
HR Specialist,105253,19,High School,0.79,0.95,0.57,Medium
Data Scientist,105650,5,Master's,0.57,1.03,0.61,Medium
Nurse,99037,25,Bachelor's,0.91,1.19,0.09,Low
Construction Worker,38715,26,Master's,0.4,1,0.75,High
AI Engineer,44466,9,PhD,0.22,1.31,0.26,Low
Customer Support,85432,0,Bachelor's,0.81,0.72,0.82,High
Nurse,127557,13,Master's,0.89,1.32,0.19,Low
Graphic Designer,104227,10,High School,0.08,1.2,0.65,Medium
Retail Worker,64585,21,Bachelor's,0.54,1.31,0.77,High
UX Researcher,140397,18,PhD,0.8,0.6,0.55,Medium
Truck Driver,102620,8,Master's,0.83,0.58,0.86,High
Doctor,123332,8,High School,0.61,1.2,0.28,Low
Chef,120833,16,High School,0.82,0.68,0.59,Medium
Financial Analyst,77131,13,High School,0.06,0.68,0.43,Medium
Construction Worker,131298,25,High School,0.55,0.93,0.73,High
Lawyer,58653,6,PhD,0.73,1.45,0.45,Medium
Lawyer,83020,0,PhD,0.77,1.19,0.62,Medium
Lawyer,141257,29,Bachelor's,0.02,1.06,0.44,Medium
Data Scientist,33303,29,Master's,0.75,1.03,0.51,Medium
Construction Worker,104519,27,High School,0.87,0.56,0.92,High
AI Engineer,121751,12,Master's,0.23,0.87,0.15,Low
HR Specialist,91557,13,Bachelor's,0.95,0.82,0.44,Medium
Data Scientist,101452,2,High School,0.42,1.07,0.69,Medium
Financial Analyst,70508,10,Master's,0.91,0.73,0.53,Medium
Research Scientist,81238,18,Master's,0.04,0.79,0.25,Low
HR Specialist,146084,22,High School,0.66,1.07,0.43,Medium
Research Scientist,99619,27,High School,0.32,1.05,0.24,Low
Retail Worker,49830,29,PhD,0.69,0.94,0.83,High
Mechanic,70882,6,Master's,0.75,1.14,0.47,Medium
Security Guard,124204,26,High School,0.65,1.47,0.91,High
Construction Worker,84255,1,High School,0.61,0.95,0.85,High
Financial Analyst,51566,14,PhD,0.01,1.22,0.52,Medium
Graphic Designer,130461,4,High School,0.31,0.6,0.66,Medium
Chef,80891,18,Bachelor's,0.7,1.2,0.67,Medium
Construction Worker,127871,5,PhD,0.07,0.68,0.93,High
Graphic Designer,112418,9,High School,0.59,1.46,0.34,Medium
Doctor,54002,10,PhD,0.53,1.19,0.17,Low
Security Guard,108391,9,Bachelor's,0.21,0.64,0.89,High
Nurse,53474,11,PhD,0.47,1.15,0.18,Low
Doctor,106286,1,Master's,0.34,0.73,0.21,Low
Software Engineer,92520,7,PhD,0.46,0.65,0.48,Medium
Security Guard,60210,29,Master's,0.61,0.86,0.73,High
Research Scientist,109558,13,Bachelor's,0.82,1.31,0.1,Low
UX Researcher,54559,20,Master's,0.69,1.05,0.44,Medium
HR Specialist,85099,9,Bachelor's,0.32,0.82,0.43,Medium
Software Engineer,68433,29,Master's,0.98,1.45,0.64,Medium
Doctor,109791,2,PhD,0.98,0.65,0.28,Low
Graphic Designer,149321,14,PhD,0.46,1.45,0.66,Medium
Doctor,72048,27,Bachelor's,0.8,0.71,0.15,Low
Data Scientist,132076,26,High School,0.67,1.14,0.36,Medium
Retail Worker,105605,24,Master's,0.8,0.68,0.79,High
Retail Worker,120811,25,Master's,0.05,0.81,0.87,High
Truck Driver,115520,9,Master's,0.79,0.53,0.81,High
Data Scientist,135341,14,High School,0.89,0.85,0.57,Medium
Customer Support,116402,5,PhD,0.97,1.34,0.83,High
HR Specialist,71503,10,High School,0.39,0.98,0.48,Medium
Truck Driver,107366,29,Master's,0.26,1.44,0.7,Medium
Teacher,132187,17,Bachelor's,0.86,1.03,0.13,Low
Customer Support,71164,25,PhD,0.91,1.23,0.86,High
Teacher,67624,17,High School,0.15,0.53,0.24,Low
Retail Worker,144499,1,Master's,0.99,0.77,0.91,High
Teacher,146585,29,High School,0.67,0.51,0.26,Low
Doctor,115780,24,PhD,0.06,1.1,0.27,Low
Teacher,140168,4,High School,0.55,1,0.13,Low
Customer Support,113764,20,Master's,0.41,1.01,0.72,High
Graphic Designer,114367,4,Bachelor's,0.07,1.24,0.52,Medium
Nurse,54195,25,Master's,0.18,0.52,0.09,Low
Doctor,98397,14,Master's,0.42,1.16,0.24,Low
Teacher,114692,15,PhD,0.17,1.38,0.22,Low
Lawyer,75814,5,Master's,0.02,1.29,0.3,Low
AI Engineer,122079,12,Bachelor's,0.05,0.56,0.25,Low
Chef,138165,26,PhD,0.52,0.67,0.62,Medium
Data Scientist,130296,26,PhD,0.88,1.45,0.53,Medium
Teacher,144547,28,High School,0.98,1.05,0.28,Low
Teacher,85133,18,Master's,0.32,0.91,0.27,Low
Retail Worker,127347,6,High School,0.82,1.27,0.88,High
AI Engineer,82990,27,High School,0.1,0.88,0.3,Low
Software Engineer,69379,26,Bachelor's,0.11,0.64,0.65,Medium
Chef,128235,14,Bachelor's,0.14,1.26,0.36,Medium
Mechanic,102181,17,Bachelor's,0.54,1.17,0.44,Medium
UX Researcher,111839,29,High School,0.61,1.41,0.44,Medium
Truck Driver,83242,19,High School,0.73,0.83,0.71,High
Doctor,93611,13,Bachelor's,0.9,0.52,0.28,Low
Software Engineer,38871,6,High School,0.8,1.13,0.67,Medium
AI Engineer,78743,10,Master's,0.59,0.5,0.12,Low
HR Specialist,107418,10,Bachelor's,0.5,0.95,0.61,Medium
Security Guard,116472,13,Master's,0.27,0.99,0.93,High
Chef,56025,28,High School,0.02,0.74,0.62,Medium
Graphic Designer,51747,19,Bachelor's,0.67,0.99,0.57,Medium
Data Scientist,117090,27,High School,0.92,1.09,0.61,Medium
Doctor,65486,5,Bachelor's,0.56,1.21,0.24,Low
Nurse,148871,17,High School,0.62,1.47,0.08,Low
Research Scientist,72925,15,PhD,0.9,1.3,0.28,Low
HR Specialist,50647,20,High School,0.02,0.81,0.35,Medium
Nurse,134839,24,Master's,0.24,0.89,0.07,Low
UX Researcher,94310,12,Bachelor's,0.91,0.62,0.37,Medium
Construction Worker,67788,7,PhD,0.74,1.27,0.95,High
Financial Analyst,87676,21,PhD,0.34,1.3,0.34,Medium
Mechanic,73677,25,High School,0.88,1.37,0.46,Medium
Customer Support,84012,8,PhD,0.37,1.09,0.87,High
Software Engineer,67470,10,High School,0.09,0.66,0.54,Medium
Lawyer,139055,22,Master's,0.14,0.86,0.33,Medium
Research Scientist,31757,21,Bachelor's,0.39,0.95,0.25,Low
Teacher,62964,18,High School,0.92,1.16,0.15,Low
Chef,139276,15,PhD,0.93,1.16,0.42,Medium
UX Researcher,124364,24,High School,0.31,1.34,0.57,Medium
AI Engineer,30030,0,Master's,0.44,1.45,0.19,Low
Retail Worker,54524,19,Bachelor's,0.55,0.83,0.72,High
Financial Analyst,43733,7,Master's,0.26,0.56,0.57,Medium
AI Engineer,92086,21,Master's,0.14,0.52,0.27,Low
UX Researcher,134643,2,Bachelor's,0.83,1.26,0.57,Medium
Software Engineer,136565,22,Bachelor's,0.02,0.62,0.36,Medium
Customer Support,53784,28,PhD,0.93,0.57,0.78,High
Truck Driver,129892,9,High School,0.94,1.4,0.95,High
Chef,123497,20,Master's,0.48,0.98,0.55,Medium
Customer Support,71147,16,PhD,0.27,0.92,0.83,High
Marketing Manager,138131,20,Master's,0.95,1.44,0.62,Medium
Financial Analyst,38168,1,Bachelor's,0.3,1.25,0.33,Medium
HR Specialist,126017,20,Bachelor's,0.01,1.03,0.68,Medium
Lawyer,106548,14,Master's,0.41,0.83,0.38,Medium
Marketing Manager,64574,6,Master's,0.77,1.12,0.45,Medium
Truck Driver,106334,15,High School,0.9,1.12,0.92,High
Customer Support,50709,8,Master's,0.1,0.6,0.77,High
Graphic Designer,72434,10,High School,0.72,1.04,0.63,Medium
Marketing Manager,122192,28,Bachelor's,0.94,1.38,0.66,Medium
Doctor,102399,28,Bachelor's,0.46,1.45,0.08,Low
Construction Worker,52489,28,PhD,0.46,0.52,0.85,High
Truck Driver,123995,6,Bachelor's,0.17,0.65,0.89,High
Nurse,116090,21,PhD,0.85,0.51,0.07,Low
HR Specialist,126190,21,High School,0.32,1.3,0.69,Medium
Mechanic,132535,20,High School,0.95,1.46,0.47,Medium
UX Researcher,84026,19,Master's,0.76,0.82,0.45,Medium
Doctor,61171,13,Bachelor's,0.12,0.83,0.17,Low
AI Engineer,140549,1,Bachelor's,0.87,1.03,0.17,Low
Customer Support,120061,16,Master's,0.82,0.71,0.93,High
Truck Driver,143357,22,Master's,0.66,0.51,0.73,High
Software Engineer,74099,6,High School,0.13,1.14,0.62,Medium
HR Specialist,101543,2,Master's,0.06,0.61,0.61,Medium
Nurse,129691,18,High School,0.33,0.71,0.3,Low
Teacher,111793,14,High School,0.53,1.3,0.19,Low
Marketing Manager,33814,28,High School,0.32,0.63,0.49,Medium
Chef,113395,29,Bachelor's,0.45,1.27,0.47,Medium
Software Engineer,104892,28,Master's,0.78,0.76,0.41,Medium
Marketing Manager,134560,4,PhD,0.58,1.18,0.55,Medium
HR Specialist,46585,15,Bachelor's,0.89,1.32,0.4,Medium
Graphic Designer,65878,27,High School,0.66,0.89,0.57,Medium
Retail Worker,144742,13,PhD,0.78,0.66,0.8,High
Chef,108074,18,Bachelor's,0.72,1.23,0.32,Medium
Chef,135178,27,High School,0.48,1.25,0.57,Medium
Research Scientist,38794,6,PhD,0.05,0.98,0.28,Low
Research Scientist,87364,18,Bachelor's,0.82,1.48,0.22,Low
Truck Driver,41853,17,Bachelor's,0.33,1.37,0.81,High
UX Researcher,73280,28,Master's,0.02,1.17,0.54,Medium
Mechanic,130854,10,Master's,0.21,0.91,0.38,Medium
Mechanic,100286,28,High School,0.24,0.81,0.53,Medium
Construction Worker,129646,20,Bachelor's,0.42,0.81,0.94,High
Software Engineer,82445,25,Bachelor's,0.19,0.57,0.56,Medium
UX Researcher,86152,11,Master's,0.21,1.17,0.61,Medium
Truck Driver,45485,4,PhD,0.17,0.74,0.89,High
Security Guard,53953,29,Master's,0.83,0.8,0.84,High
Chef,48027,3,Bachelor's,0.51,1.13,0.4,Medium
Doctor,45265,15,PhD,0.86,1.24,0.05,Low
Security Guard,39160,26,PhD,0.1,0.66,0.92,High
Security Guard,100717,16,High School,0.16,0.57,0.9,High
HR Specialist,117275,27,High School,0.06,1.01,0.34,Medium
Security Guard,73496,25,PhD,0.31,1.49,0.75,High
Lawyer,95635,1,PhD,0.27,0.91,0.59,Medium
Software Engineer,57762,7,Bachelor's,0.89,0.51,0.61,Medium
Teacher,95888,15,High School,0.68,0.82,0.14,Low
Retail Worker,84150,23,Bachelor's,0.97,1.05,0.78,High
Mechanic,87026,4,Master's,0.88,1.29,0.31,Medium
Teacher,133992,1,High School,0.89,0.65,0.22,Low
Software Engineer,115847,18,Bachelor's,0.77,1.25,0.56,Medium
Data Scientist,30645,4,High School,0.9,0.79,0.4,Medium
Teacher,40704,23,PhD,0.39,1.06,0.12,Low
Lawyer,62256,7,Bachelor's,0.81,0.73,0.44,Medium
Software Engineer,64224,11,High School,0.69,1.23,0.69,Medium
Chef,43167,11,Master's,0.88,1.43,0.6,Medium
Chef,99459,6,High School,0.25,1.4,0.34,Medium
Retail Worker,90628,24,Master's,0.36,1.13,0.93,High
UX Researcher,95162,25,PhD,0.43,1.05,0.44,Medium
Nurse,144009,2,Master's,0.55,0.69,0.14,Low
Nurse,53978,11,PhD,0.58,1.44,0.3,Low
HR Specialist,85419,21,High School,0.97,1.21,0.49,Medium
Data Scientist,123004,16,Bachelor's,0.79,1.12,0.33,Medium
Software Engineer,47874,25,Bachelor's,0.93,1.48,0.48,Medium
Software Engineer,149318,17,High School,0.27,1.45,0.61,Medium
Mechanic,39413,1,Master's,1,1.2,0.61,Medium
Research Scientist,137541,1,Master's,0.98,0.85,0.08,Low
Data Scientist,45890,19,PhD,0.59,0.6,0.43,Medium
Marketing Manager,137747,8,High School,0.72,1.21,0.54,Medium
Research Scientist,72582,22,Master's,0.68,0.72,0.14,Low
Graphic Designer,124964,2,PhD,0.07,1.14,0.61,Medium
Doctor,64091,8,Master's,0.26,0.84,0.09,Low
Truck Driver,95707,29,Bachelor's,0.14,1.44,0.79,High
Doctor,82892,1,Master's,0.92,1.31,0.22,Low
Data Scientist,51946,13,High School,0.74,0.61,0.65,Medium
Customer Support,92294,11,Master's,0.74,0.67,0.86,High
